"","Chestnut_contig","gene_number"
"1248","contig0001420",4
"1249","contig0001421",7
"1250","contig0001422",18
"1251","contig0001423",6
"1252","contig0001424",13
"1253","contig0001425",13
"1254","contig0001426",6
"1255","contig0001427",11
"1256","contig0001428",8
"1257","contig0001429",9
"1258","contig0001431",6
"1259","contig0001432",11
"1260","contig0001433",10
"1261","contig0001434",13
"1262","contig0001435",12
"1263","contig0001436",7
"1264","contig0001437",10
"1265","contig0001438",9
"1266","contig0001439",10
"1267","contig0001440",10
"1268","contig0001441",9
"1269","contig0001442",8
"1270","contig0001443",4
"1271","contig0001444",9
"1272","contig0001445",8
"1273","contig0001446",3
"1274","contig0001447",3
"1275","contig0001448",4
"1276","contig0001449",8
"1277","contig0001450",8
"1278","contig0001451",6
"1279","contig0001452",9
"1280","contig0001453",6
"1281","contig0001454",3
"1282","contig0001455",7
"1283","contig0001456",9
"1284","contig0001457",13
"1285","contig0001458",13
"1286","contig0001459",5
"1287","contig0001460",4
"1288","contig0001461",10
"1289","contig0001462",10
"1290","contig0001463",4
"1291","contig0001464",13
"1292","contig0001465",5
"1293","contig0001466",8
"1294","contig0001467",8
"1295","contig0001468",11
"1296","contig0001469",7
"1297","contig0001470",16
"1298","contig0001471",4
"1299","contig0001472",8
"1300","contig0001473",8
"1301","contig0001474",8
"1302","contig0001475",11
"1303","contig0001476",5
"1304","contig0001477",11
"1305","contig0001478",7
"1306","contig0001479",6
"1307","contig0001480",7
"1308","contig0001481",8
"1309","contig0001482",11
"1310","contig0001483",12
"1311","contig0001484",7
"1312","contig0001485",10
"1313","contig0001486",12
"1314","contig0001487",11
"1315","contig0001488",5
"1316","contig0001489",12
"1317","contig0001490",10
"1318","contig0001491",13
"1319","contig0001492",11
"1320","contig0001493",6
"1321","contig0001496",12
"1322","contig0001497",9
"1323","contig0001498",11
"1324","contig0001499",12
"1325","contig0001500",6
"1326","contig0001501",11
"1327","contig0001502",12
"1328","contig0001503",10
"1329","contig0001504",7
"1330","contig0001505",2
"1331","contig0001506",5
"1332","contig0001507",7
"1333","contig0001508",5
"1334","contig0001509",11
"1335","contig0001510",10
"1336","contig0001511",20
"1337","contig0001512",9
"1338","contig0001513",11
"1339","contig0001514",8
"1340","contig0001515",7
"1341","contig0001516",7
"1342","contig0001517",7
"1343","contig0001518",13
"1344","contig0001519",16
"1345","contig0001520",17
"1346","contig0001521",13
"1347","contig0001522",10
"1348","contig0001523",7
"1349","contig0001524",11
"1350","contig0001525",11
"1351","contig0001526",5
"1352","contig0001527",3
"1353","contig0001529",12
"1354","contig0001531",14
"1355","contig0001532",9
"1356","contig0001534",11
"1357","contig0001535",9
"1358","contig0001536",11
"1359","contig0001537",14
"1360","contig0001538",6
"1361","contig0001539",7
"1362","contig0001540",10
"1363","contig0001541",8
"1364","contig0001542",11
"1365","contig0001543",9
"1366","contig0001544",8
"1367","contig0001545",15
"1368","contig0001546",7
"1369","contig0001547",4
"1370","contig0001548",13
"1371","contig0001549",3
"1372","contig0001550",12
"1373","contig0001551",6
"1374","contig0001552",11
"1375","contig0001553",9
"1376","contig0001554",4
"1377","contig0001555",6
"1378","contig0001556",10
"1379","contig0001557",9
"1380","contig0001558",8
"1381","contig0001559",5
"1382","contig0001560",13
"1383","contig0001561",12
"1384","contig0001562",10
"1385","contig0001563",9
"1386","contig0001564",10
"1387","contig0001565",6
"1388","contig0001566",16
"1389","contig0001567",10
"1390","contig0001568",10
"1391","contig0001569",10
"1392","contig0001570",13
"1393","contig0001571",10
"1394","contig0001572",6
"1395","contig0001573",6
"1396","contig0001574",2
"1397","contig0001575",5
"1398","contig0001576",13
"1399","contig0001577",8
"1400","contig0001578",11
"1401","contig0001579",5
"1402","contig0001580",12
"1403","contig0001582",10
"1404","contig0001583",6
"1405","contig0001584",7
"1406","contig0001585",12
"1407","contig0001586",6
"1408","contig0001587",10
"1409","contig0001588",10
"1410","contig0001589",9
"1411","contig0001590",7
"1412","contig0001591",5
"1413","contig0001592",7
"1414","contig0001593",10
"1415","contig0001594",7
"1416","contig0001595",9
"1417","contig0001596",2
"1418","contig0001597",11
"1419","contig0001598",7
"1420","contig0001599",10
"1421","contig0001600",11
"1422","contig0001601",13
"1423","contig0001602",10
"1424","contig0001603",11
"1425","contig0001605",8
"1426","contig0001606",12
"1427","contig0001607",13
"1428","contig0001608",5
"1429","contig0001609",5
"1430","contig0001610",10
"1431","contig0001611",9
"1432","contig0001612",11
"1433","contig0001613",10
"1434","contig0001614",4
"1435","contig0001615",9
"1436","contig0001616",7
"1437","contig0001617",7
"1438","contig0001618",12
"1439","contig0001620",12
"1440","contig0001621",3
"1441","contig0001622",9
"1442","contig0001623",6
"1443","contig0001624",6
"1444","contig0001625",4
"1445","contig0001626",6
"1446","contig0001627",10
"1447","contig0001628",7
"1448","contig0001629",5
"1449","contig0001630",8
"1450","contig0001631",12
"1451","contig0001632",8
"1452","contig0001634",9
"1453","contig0001635",13
"1454","contig0001636",7
"1455","contig0001637",9
"1456","contig0001638",10
"1457","contig0001639",6
"1458","contig0001640",6
"1459","contig0001641",6
"1460","contig0001643",9
"1461","contig0001644",8
"1462","contig0001645",7
"1463","contig0001646",4
"1464","contig0001648",8
"1465","contig0001649",8
"1466","contig0001650",8
"1467","contig0001651",10
"1468","contig0001652",12
"1469","contig0001653",9
"1470","contig0001654",10
"1471","contig0001655",6
"1472","contig0001656",2
"1473","contig0001657",8
"1474","contig0001658",11
"1475","contig0001659",11
"1476","contig0001660",12
"1477","contig0001661",5
"1478","contig0001662",7
"1479","contig0001663",11
"1480","contig0001664",6
"1481","contig0001665",10
"1482","contig0001666",12
"1483","contig0001667",9
"1484","contig0001668",17
"1485","contig0001669",8
"1486","contig0001670",7
"1487","contig0001671",12
"1488","contig0001672",7
"1489","contig0001673",9
"1490","contig0001674",5
"1491","contig0001675",3
"1492","contig0001676",9
"1493","contig0001677",5
"1494","contig0001678",7
"1495","contig0001679",8
"1496","contig0001680",3
"1497","contig0001682",7
"1498","contig0001683",3
"1499","contig0001684",6
"1500","contig0001685",9
"1501","contig0001686",5
"1502","contig0001687",5
"1503","contig0001689",11
"1504","contig0001690",1
"1505","contig0001691",5
"1506","contig0001692",7
"1507","contig0001693",10
"1508","contig0001694",12
"1509","contig0001695",4
"1510","contig0001696",6
"1511","contig0001697",3
"1512","contig0001698",12
"1513","contig0001699",12
"1514","contig0001700",7
"1515","contig0001701",1
"1516","contig0001702",14
"1517","contig0001703",9
"1518","contig0001704",4
"1519","contig0001705",12
"1520","contig0001706",11
"1521","contig0001707",10
"1522","contig0001708",12
"1523","contig0001709",11
"1524","contig0001710",10
"1525","contig0001711",5
"1526","contig0001712",3
"1527","contig0001713",14
"1528","contig0001714",9
"1529","contig0001715",4
"1530","contig0001716",8
"1531","contig0001717",8
"1532","contig0001718",11
"1533","contig0001719",6
"1534","contig0001720",8
"1535","contig0001721",7
"1536","contig0001722",11
"1537","contig0001723",7
"1538","contig0001724",8
"1539","contig0001725",3
"1540","contig0001726",8
"1541","contig0001727",7
"1542","contig0001728",15
"1543","contig0001729",7
"1544","contig0001731",14
"1545","contig0001732",7
"1546","contig0001733",9
"1547","contig0001734",5
"1548","contig0001735",4
"1549","contig0001736",3
"1550","contig0001737",10
"1551","contig0001739",14
"1552","contig0001740",10
"1553","contig0001741",12
"1554","contig0001742",13
"1555","contig0001743",7
"1556","contig0001745",4
"1557","contig0001746",9
"1558","contig0001747",16
"1559","contig0001748",10
"1560","contig0001749",14
"1561","contig0001750",15
"1562","contig0001751",3
"1563","contig0001752",14
"1564","contig0001753",10
"1565","contig0001754",11
"1566","contig0001755",12
"1567","contig0001756",6
"1568","contig0001757",6
"1569","contig0001758",8
"1570","contig0001759",6
"1571","contig0001760",9
"1572","contig0001761",9
"1573","contig0001762",7
"1574","contig0001763",6
"1575","contig0001764",8
"1576","contig0001765",13
"1577","contig0001766",6
"1578","contig0001767",11
"1579","contig0001768",8
"1580","contig0001769",13
"1581","contig0001770",4
"1582","contig0001771",5
"1583","contig0001772",5
"1584","contig0001773",4
"1585","contig0001774",4
"1586","contig0001775",2
"1587","contig0001776",8
"1588","contig0001777",10
"1589","contig0001778",6
"1590","contig0001779",4
"1591","contig0001780",10
"1592","contig0001781",9
"1593","contig0001782",6
"1594","contig0001783",3
"1595","contig0001784",10
"1596","contig0001785",12
"1597","contig0001786",6
"1598","contig0001787",7
"1599","contig0001788",3
"1600","contig0001789",13
"1601","contig0001790",6
"1602","contig0001791",12
"1603","contig0001792",10
"1604","contig0001793",5
"1605","contig0001794",8
"1606","contig0001795",7
"1607","contig0001796",7
"1608","contig0001797",3
"1609","contig0001798",7
"1610","contig0001799",11
"1611","contig0001800",1
"1612","contig0001801",8
"1613","contig0001802",17
"1614","contig0001804",5
"1615","contig0001805",6
"1616","contig0001806",3
"1617","contig0001807",3
"1618","contig0001808",6
"1619","contig0001809",1
"1620","contig0001810",8
"1621","contig0001811",7
"1622","contig0001812",9
"1623","contig0001813",2
"1624","contig0001814",8
"1625","contig0001815",8
"1626","contig0001816",2
"1627","contig0001817",8
"1628","contig0001819",4
"1629","contig0001820",3
"1630","contig0001821",10
"1631","contig0001822",9
"1632","contig0001823",12
"1633","contig0001824",12
"1634","contig0001825",5
"1635","contig0001826",9
"1636","contig0001827",10
"1637","contig0001828",1
"1638","contig0001829",8
"1639","contig0001830",6
"1640","contig0001831",12
"1641","contig0001832",14
"1642","contig0001833",7
"1643","contig0001834",8
"1644","contig0001836",6
"1645","contig0001837",12
"1646","contig0001839",8
"1647","contig0001840",12
"1648","contig0001841",13
"1649","contig0001842",10
"1650","contig0001843",7
"1651","contig0001844",9
"1652","contig0001845",8
"1653","contig0001846",7
"1654","contig0001847",13
"1655","contig0001848",10
"1656","contig0001849",9
"1657","contig0001850",6
"1658","contig0001851",4
"1659","contig0001852",7
"1660","contig0001853",8
"1661","contig0001854",16
"1662","contig0001855",14
"1663","contig0001856",4
"1664","contig0001857",2
"1665","contig0001858",6
"1666","contig0001859",4
"1667","contig0001860",6
"1668","contig0001861",3
"1669","contig0001862",7
"1670","contig0001863",6
"1671","contig0001864",5
"1672","contig0001865",7
"1673","contig0001866",9
"1674","contig0001867",6
"1675","contig0001868",9
"1676","contig0001869",7
"1677","contig0001870",9
"1678","contig0001871",11
"1679","contig0001872",6
"1680","contig0001873",9
"1681","contig0001874",12
"1682","contig0001875",6
"1683","contig0001877",14
"1684","contig0001878",14
"1685","contig0001879",8
"1686","contig0001880",4
"1687","contig0001881",8
"1688","contig0001882",2
"1689","contig0001883",1
"1690","contig0001884",5
"1691","contig0001885",10
"1692","contig0001886",8
"1693","contig0001887",8
"1694","contig0001888",12
"1695","contig0001889",9
"1696","contig0001890",5
"1697","contig0001892",8
"1698","contig0001893",8
"1699","contig0001894",11
"1700","contig0001895",4
"1701","contig0001896",9
"1702","contig0001897",5
"1703","contig0001898",16
"1704","contig0001899",5
"1705","contig0001900",7
"1706","contig0001901",8
"1707","contig0001902",13
"1708","contig0001903",15
"1709","contig0001904",11
"1710","contig0001905",11
"1711","contig0001906",7
"1712","contig0001907",5
"1713","contig0001908",3
"1714","contig0001909",8
"1715","contig0001910",9
"1716","contig0001911",4
"1717","contig0001912",8
"1718","contig0001913",14
"1719","contig0001914",6
"1720","contig0001915",6
"1721","contig0001916",7
"1722","contig0001917",6
"1723","contig0001918",6
"1724","contig0001919",5
"1725","contig0001920",10
"1726","contig0001921",7
"1727","contig0001922",11
"1728","contig0001923",8
"1729","contig0001924",9
"1730","contig0001925",6
"1731","contig0001926",12
"1732","contig0001927",4
"1733","contig0001928",15
"1734","contig0001929",10
"1735","contig0001930",9
"1736","contig0001931",10
"1737","contig0001932",11
"1738","contig0001933",13
"1739","contig0001934",5
"1740","contig0001935",5
"1741","contig0001936",12
"1742","contig0001938",12
"1743","contig0001939",5
"1744","contig0001940",11
"1745","contig0001941",7
"1746","contig0001942",5
"1747","contig0001943",7
"1748","contig0001944",7
"1749","contig0001945",3
"1750","contig0001946",10
"1751","contig0001947",10
"1752","contig0001948",8
"1753","contig0001950",10
"1754","contig0001951",5
"1755","contig0001952",7
"1756","contig0001953",2
"1757","contig0001954",5
"1758","contig0001955",5
"1759","contig0001956",10
"1760","contig0001957",7
"1761","contig0001958",5
"1762","contig0001959",8
"1763","contig0001960",9
"1764","contig0001961",6
"1765","contig0001962",8
"1766","contig0001963",4
"1767","contig0001964",5
"1768","contig0001965",7
"1769","contig0001966",8
"1770","contig0001967",9
"1771","contig0001968",5
"1772","contig0001969",7
"1773","contig0001970",12
"1774","contig0001971",5
"1775","contig0001972",6
"1776","contig0001973",7
"1777","contig0001974",4
"1778","contig0001975",7
"1779","contig0001976",7
"1780","contig0001977",8
"1781","contig0001978",8
"1782","contig0001979",11
"1783","contig0001980",11
"1784","contig0001981",7
"1785","contig0001982",9
"1786","contig0001983",9
"1787","contig0001984",10
"1788","contig0001985",11
"1789","contig0001986",6
"1790","contig0001987",6
"1791","contig0001988",7
"1792","contig0001989",9
"1793","contig0001991",7
"1794","contig0001992",6
"1795","contig0001993",7
"1796","contig0001994",7
"1797","contig0001995",7
"1798","contig0001996",10
"1799","contig0001997",11
