Direction,Peach,Cm,contig,V2,start,stop,V13
1,Pp01,contig0000101,contig0001137,Pp03,18684923,21713424,minus
1,Pp08,contig0000102,contig0001140,Pp07,21307581,21543886,plus
1,Pp05,contig0000103,contig0001141,Pp04,8374293,8371382,minus
-1,Pp03,contig0000103,contig0001142,Pp02,28665282,28731048,plus
1,Pp07,contig0000103,contig0001143,Pp03,1853234,24151038,plus
1,Pp03,contig0000103,contig0001144,Pp04,4112588,4170196,minus
-1,Pp04,contig0000104,contig0001146,Pp01,4218070,43861378,minus
-1,Pp02,contig0000104,contig0001147,Pp04,10286567,10294135,minus
1,Pp05,contig0000105,contig0001148,Pp02,16148525,22565649,plus
-1,Pp01,contig0000105,contig0001150,Pp08,20264446,20271255,plus
1,Pp05,contig0000105,contig0001152,Pp01,81599,15910015,plus
1,Pp05,contig0000105,contig0001154,Pp06,26296546,26293395,minus
-1,Pp05,contig0000106,contig0001157,Pp01,32994679,33028377,minus
-1,Pp05,contig0000106,contig0001159,Pp04,1613923,6789510,minus
-1,Pp05,contig0000106,contig0001165,Pp02,21573581,21571617,minus
-1,Pp05,contig0000106,contig0001170,Pp01,4037597,24802123,minus
-1,Pp05,contig0000106,contig0001171,Pp03,2623446,27143326,plus
-1,Pp01,contig0000108,contig0001177,Pp03,21957804,21984825,minus
-1,Pp01,contig0000108,contig0001178,Pp02,18501596,22261293,minus
-1,Pp01,contig0000109,contig0001182,Pp04,8471665,10917088,plus
-1,Pp01,contig0000109,contig0001183,Pp05,5143513,5168190,minus
1,Pp06,contig0000110,contig0001186,Pp08,514178,21637663,plus
1,Pp06,contig0000110,contig0001190,Pp05,10634836,18249207,minus
-1,Pp05,contig0000110,contig0001195,Pp03,4365444,25457049,minus
1,Pp01,contig0000111,contig0001201,Pp04,6379396,21534855,plus
1,Pp04,contig0000111,contig0001203,Pp07,20524958,20554559,minus
-1,Pp01,contig0000112,contig0001206,Pp04,3667932,3687891,minus
-1,Pp01,contig0000112,contig0001207,Pp06,29428245,29439408,minus
1,Pp01,contig0000113,contig0001210,Pp02,23890980,23948956,minus
1,Pp03,contig0000114,contig0001220,Pp03,19220951,19221543,minus
1,Pp03,contig0000114,contig0001222,Pp01,6629735,6677221,minus
1,Pp03,contig0000114,contig0001223,Pp02,2821092,19399841,plus
1,Pp03,contig0000114,contig0001225,Pp02,7215969,16152334,minus
1,Pp03,contig0000114,contig0001231,Pp06,15201306,22968365,plus
1,Pp03,contig0000114,contig0001234,Pp04,3532960,15513298,minus
1,Pp03,contig0000114,contig0001237,Pp06,22979873,23008200,minus
1,Pp03,contig0000114,contig0001238,Pp03,751107,23687894,minus
1,Pp03,contig0000114,contig0001241,Pp07,12327722,12433730,plus
-1,Pp01,contig0000115,contig0001244,Pp03,24201717,24206086,minus
-1,Pp01,contig0000115,contig0001245,Pp04,7849623,7851778,plus
-1,Pp01,contig0000115,contig0001250,Pp06,351028,28704347,plus
-1,Pp01,contig0000116,contig0001255,Pp02,26421582,26430167,minus
-1,Pp01,contig0000116,contig0001258,Pp07,13350720,19469390,minus
-1,Pp01,contig0000116,contig0001264,Pp01,27625226,27720966,plus
1,Pp01,contig0000117,contig0001271,Pp05,17479186,17759615,minus
1,Pp01,contig0000117,contig0001278,Pp08,17593864,17593880,minus
1,Pp01,contig0000117,contig0001280,Pp07,8347492,8348708,plus
1,Pp01,contig0000117,contig0001282,Pp06,5696264,5695219,minus
1,Pp01,contig0000117,contig0001285,Pp05,1615038,17599930,plus
1,Pp01,contig0000117,contig0001288,Pp01,43539111,43537058,minus
1,Pp01,contig0000117,contig0001290,Pp02,4075813,27665347,plus
1,Pp01,contig0000117,contig0001291,Pp08,20831412,20838369,plus
1,Pp01,contig0000117,contig0001292,Pp06,3762738,29334291,minus
-1,Pp03,contig0000118,contig0001297,Pp06,5335306,24738662,minus
-1,Pp03,contig0000118,contig0001299,Pp02,27317673,27322891,minus
-1,Pp03,contig0000118,contig0001302,Pp01,6483507,22094174,plus
-1,Pp03,contig0000118,contig0001303,Pp07,13745934,13783732,minus
-1,Pp03,contig0000118,contig0001310,Pp05,12190496,12233228,plus
-1,Pp03,contig0000118,contig0001311,Pp08,7067776,14367999,minus
-1,Pp06,contig0000119,contig0001313,Pp01,13598184,33985081,plus
-1,Pp01,contig0000119,contig0001314,Pp03,25926486,25938839,plus
-1,Pp08,contig0000120,contig0001319,Pp03,23431811,23433108,plus
-1,Pp07,contig0000120,contig0001320,Pp01,46183595,47768889,minus
-1,Pp01,contig0000122,contig0001326,Pp07,18137518,18143621,minus
-1,Pp01,contig0000122,contig0001328,Pp04,4019295,4020277,plus
-1,Pp03,contig0000122,contig0001331,Pp01,34877149,34908883,minus
1,Pp06,contig0000123,contig0001332,Pp03,14701985,14727036,plus
1,Pp06,contig0000123,contig0001346,Pp07,3807254,10245880,minus
1,Pp01,contig0000124,contig0001348,Pp01,30404237,31287891,minus
1,Pp01,contig0000124,contig0001357,Pp02,4396760,27369254,minus
1,Pp01,contig0000126,contig0001358,Pp08,19442192,19448920,plus
1,Pp01,contig0000126,contig0001369,Pp08,15086476,15108949,plus
1,Pp01,contig0000126,contig0001377,Pp01,2384567,2385681,minus
1,Pp01,contig0000126,contig0001378,Pp02,22099226,22108724,minus
1,Pp01,contig0000126,contig0001379,Pp06,7146884,23720310,plus
1,Pp01,contig0000126,contig0001382,Pp06,1774796,3981123,plus
1,Pp01,contig0000126,contig0001383,Pp06,17792709,17881896,plus
1,Pp01,contig0000126,contig0001388,Pp05,15130923,15133339,minus
1,Pp01,contig0000126,contig0001391,Pp03,22935239,22954001,plus
-1,Pp02,contig0000127,contig0001395,Pp08,20138007,20148269,plus
-1,Pp02,contig0000127,contig0001396,Pp04,11193332,11207510,minus
-1,Pp06,contig0000130,contig0001397,Pp06,8359516,30454525,plus
-1,Pp06,contig0000130,contig0001399,Pp07,19722707,19734723,minus
1,Pp07,contig0000131,contig0001401,Pp04,12106916,12108107,plus
1,Pp01,contig0000132,contig0001406,Pp04,1115627,21865892,minus
1,Pp01,contig0000132,contig0001415,Pp07,19944896,19950595,plus
1,Pp01,contig0000132,contig0001417,Pp01,182399,38706783,plus
1,Pp01,contig0000132,contig0001421,Pp08,21184670,21206714,plus
1,Pp01,contig0000132,contig0001423,Pp08,20924453,20929381,plus
1,Pp01,contig0000132,contig0001425,Pp05,14561763,14582211,plus
-1,Pp01,contig0000133,contig0001426,Pp03,24536316,24540716,plus
-1,Pp01,contig0000133,contig0001427,Pp01,30424715,30490134,plus
-1,Pp01,contig0000133,contig0001430,Pp08,19793845,19805478,plus
1,Pp04,contig0000135,contig0001432,Pp05,16884543,16912632,plus
1,Pp04,contig0000135,contig0001434,Pp02,28357017,28396629,plus
1,Pp04,contig0000135,contig0001436,Pp05,4408279,4419688,plus
-1,Pp04,contig0000136,contig0001439,Pp07,20433033,20442966,minus
-1,Pp05,contig0000137,contig0001444,Pp03,26221115,26222117,plus
-1,Pp07,contig0000138,contig0001457,Pp03,20650843,20668237,minus
-1,Pp03,contig0000139,contig0001458,Pp01,43320710,43321707,plus
-1,Pp03,contig0000139,contig0001460,Pp05,5398045,5483342,minus
-1,Pp03,contig0000139,contig0001461,Pp03,23806605,23827367,minus
1,Pp05,contig0000144,contig0001463,Pp02,16139838,20183049,minus
1,Pp05,contig0000144,contig0001466,Pp06,4622351,25433086,plus
1,Pp03,contig0000147,contig0001467,Pp03,664645,688732,plus
1,Pp03,contig0000147,contig0001470,Pp05,9701442,13230943,minus
1,Pp03,contig0000147,contig0001475,Pp05,9711576,9782325,minus
1,Pp04,contig0000147,contig0001476,Pp05,5780394,14929109,minus
1,Pp03,contig0000147,contig0001478,Pp06,5408539,5446592,minus
1,Pp04,contig0000148,contig0001479,Pp07,11966863,11985928,plus
-1,Pp04,contig0000148,contig0001485,Pp04,8470737,19946682,minus
-1,Pp04,contig0000148,contig0001486,Pp06,22756799,30329372,minus
-1,Pp04,contig0000148,contig0001489,Pp01,40216949,40233262,plus
1,Pp04,contig0000148,contig0001497,Pp05,14262596,16561059,plus
-1,Pp01,contig0000149,contig0001500,Pp05,17256754,17274698,minus
-1,Pp01,contig0000149,contig0001501,Pp02,6982543,14928929,plus
1,Pp02,contig0000149,contig0001502,Pp06,25666265,25676668,minus
-1,Pp01,contig0000149,contig0001511,Pp01,7949125,7950118,plus
1,Pp01,contig0000150,contig0001512,Pp03,3618205,3625435,plus
1,Pp01,contig0000150,contig0001513,Pp01,22647999,42747520,plus
1,Pp03,contig0000151,contig0001514,Pp01,1905255,1958297,plus
1,Pp03,contig0000151,contig0001518,Pp02,18944291,20069229,plus
1,Pp03,contig0000151,contig0001520,Pp01,1273482,1292651,minus
1,Pp02,contig0000151,contig0001523,Pp07,7920607,7918830,minus
1,Pp08,contig0000152,contig0001524,Pp08,17943728,17992789,plus
1,Pp05,contig0000153,contig0001525,Pp01,7394601,31997344,plus
-1,Pp05,contig0000153,contig0001531,Pp06,3145306,3185729,plus
-1,Pp05,contig0000153,contig0001532,Pp06,24512180,24526839,plus
-1,Pp05,contig0000153,contig0001534,Pp08,6682339,19372457,plus
-1,Pp05,contig0000153,contig0001535,Pp06,27295881,27310816,minus
-1,Pp05,contig0000153,contig0001541,Pp07,20987443,21011248,plus
1,Pp05,contig0000153,contig0001542,Pp03,22340183,22357937,minus
1,Pp05,contig0000153,contig0001545,Pp01,37562270,47321236,minus
1,Pp05,contig0000153,contig0001553,Pp01,18343556,32546979,minus
1,Pp05,contig0000153,contig0001556,Pp07,12430447,15089860,minus
1,Pp01,contig0000154,contig0001560,Pp03,9411910,9414259,plus
1,Pp01,contig0000154,contig0001563,Pp01,40987334,41008548,plus
-1,Pp07,contig0000154,contig0001568,Pp03,26641482,26667412,plus
-1,Pp01,contig0000154,contig0001575,Pp02,23736146,23741642,plus
-1,Pp01,contig0000155,contig0001576,Pp07,21414553,21431591,plus
-1,Pp01,contig0000155,contig0001577,Pp04,771154,13763174,minus
-1,Pp01,contig0000155,contig0001578,Pp03,19447862,19471737,minus
-1,Pp01,contig0000155,contig0001580,Pp06,963958,3697232,plus
-1,Pp01,contig0000155,contig0001583,Pp01,23537275,23538283,plus
-1,Pp01,contig0000155,contig0001585,Pp03,2744664,2760178,minus
-1,Pp01,contig0000155,contig0001590,Pp02,3434365,13361918,plus
-1,Pp01,contig0000155,contig0001598,Pp05,16775398,16784105,plus
1,Pp01,contig0000155,contig0001603,Pp06,136396,168679,plus
1,Pp08,contig0000156,contig0001610,Pp02,3339757,30013328,plus
1,Pp08,contig0000156,contig0001612,Pp05,12246008,13648769,minus
1,Pp08,contig0000156,contig0001614,Pp05,1137482,1205381,plus
1,Pp05,contig0000157,contig0001615,Pp06,22453378,22521659,minus
-1,Pp01,contig0000157,contig0001617,Pp08,12861513,22531282,plus
1,Pp01,contig0000157,contig0001634,Pp02,16149634,16148439,minus
-1,Pp07,contig0000158,contig0001637,Pp02,21947644,21965704,plus
-1,Pp03,contig0000158,contig0001639,Pp02,13697041,13699806,plus
-1,Pp03,contig0000158,contig0001642,Pp01,26491284,26497905,plus
-1,Pp03,contig0000158,contig0001646,Pp02,4046090,4043891,minus
1,Pp01,contig0000160,contig0001648,Pp03,1027858,1063460,minus
1,Pp01,contig0000160,contig0001650,Pp08,17892136,17916924,plus
1,Pp01,contig0000160,contig0001655,Pp07,8397378,8398010,minus
1,Pp01,contig0000160,contig0001657,Pp03,4502343,4518467,minus
1,Pp01,contig0000162,contig0001662,Pp02,28501121,28529250,plus
1,Pp01,contig0000162,contig0001664,Pp06,6645238,6783278,minus
-1,Pp01,contig0000162,contig0001667,Pp03,26689549,26701216,plus
-1,Pp01,contig0000163,contig0001674,Pp07,12480678,12483010,minus
-1,Pp01,contig0000163,contig0001676,Pp03,26984604,26994629,minus
-1,Pp01,contig0000163,contig0001678,Pp01,32221860,32221195,minus
-1,Pp01,contig0000163,contig0001691,Pp08,15219889,15279250,minus
-1,Pp05,contig0000165,contig0001692,Pp05,3675913,9622977,minus
-1,Pp05,contig0000165,contig0001698,Pp07,15028296,15032566,plus
-1,Pp05,contig0000166,contig0001710,Pp01,14599108,36290338,plus
1,Pp01,contig0000167,contig0001713,Pp04,142885,144119,plus
-1,Pp07,contig0000167,contig0001714,Pp01,18727077,18733775,plus
-1,Pp07,contig0000168,contig0001715,Pp06,21021359,21020122,minus
-1,Pp07,contig0000168,contig0001721,Pp03,24468924,26297656,plus
-1,Pp07,contig0000168,contig0001722,Pp03,21007006,21023304,minus
-1,Pp07,contig0000168,contig0001723,Pp03,26101729,26135653,minus
-1,Pp04,contig0000168,contig0001724,Pp02,1569533,1787890,minus
-1,Pp07,contig0000169,contig0001727,Pp03,7944548,7941978,minus
-1,Pp07,contig0000169,contig0001728,Pp02,4766523,24783431,minus
-1,Pp07,contig0000169,contig0001743,Pp03,5621046,23392621,minus
-1,Pp07,contig0000169,contig0001744,Pp01,29265834,29336207,minus
-1,Pp07,contig0000169,contig0001747,Pp02,14383246,14387984,plus
-1,Pp02,contig0000169,contig0001749,Pp07,5481542,17065544,plus
-1,Pp02,contig0000169,contig0001750,Pp07,17978094,18010297,minus
-1,Pp02,contig0000169,contig0001756,Pp05,12262418,12313742,plus
-1,Pp06,contig0000170,contig0001760,Pp07,9844493,20491972,minus
-1,Pp04,contig0000171,contig0001771,Pp07,10435485,10449672,minus
-1,Pp04,contig0000171,contig0001780,Pp02,1053610,1054146,minus
-1,Pp07,contig0000173,contig0001784,Pp06,21752005,27623715,plus
-1,Pp01,contig0000174,contig0001789,Pp06,27251433,27257938,minus
-1,Pp01,contig0000174,contig0001796,Pp07,19217603,19230651,plus
-1,Pp01,contig0000174,contig0001798,Pp03,3160677,3166839,minus
1,Pp01,contig0000174,contig0001803,Pp02,16405421,16404699,minus
1,Pp04,contig0000175,contig0001812,Pp07,21980209,21999799,minus
1,Pp04,contig0000175,contig0001819,Pp01,14254754,14256288,plus
1,Pp04,contig0000175,contig0001823,Pp06,13652732,23634842,plus
-1,Pp04,contig0000175,contig0001830,Pp08,5671503,5704467,plus
1,Pp07,contig0000176,contig0001841,Pp06,3928576,10813883,minus
1,Pp03,contig0000176,contig0001845,Pp02,4778625,16147975,plus
1,Pp01,contig0000176,contig0001849,Pp05,10650753,10666274,plus
1,Pp07,contig0000176,contig0001865,Pp02,3550646,21877356,plus
1,Pp07,contig0000176,contig0001870,Pp02,3201036,20239314,minus
1,Pp07,contig0000176,contig0001872,Pp06,3988016,4000761,plus
1,Pp07,contig0000176,contig0001878,Pp05,15938852,15962578,plus
-1,Pp01,contig0000177,contig0001881,Pp02,7333811,7331652,minus
1,Pp06,contig0000178,contig0001889,Pp08,14247799,18960215,minus
-1,Pp06,contig0000178,contig0001898,Pp03,8907473,17976773,plus
-1,Pp06,contig0000181,contig0001900,Pp01,9765313,32544222,plus
-1,Pp06,contig0000181,contig0001903,Pp02,734041,25588537,plus
1,Pp01,contig0000182,contig0001904,Pp02,579407,580181,plus
1,Pp01,contig0000182,contig0001910,Pp01,47345469,47360956,plus
1,Pp01,contig0000182,contig0001916,Pp02,20719918,29159824,minus
1,Pp03,contig0000183,contig0001923,Pp03,11749046,26818115,minus
1,Pp03,contig0000184,contig0001924,Pp02,28525981,28547387,plus
-1,Pp05,contig0000184,contig0001926,Pp04,6423862,6431319,plus
1,Pp06,contig0000185,contig0001928,Pp08,14946521,21784080,minus
-1,Pp06,contig0000186,contig0001932,Pp01,40168175,40185087,plus
1,Pp03,contig0000187,contig0001935,Pp04,2008446,2018008,plus
-1,Pp01,contig0000188,contig0001940,Pp01,32943932,32961650,minus
-1,Pp01,contig0000188,contig0001941,Pp05,17641603,17670427,plus
1,Pp01,contig0000188,contig0001946,Pp03,27182884,27181560,minus
-1,Pp01,contig0000188,contig0001947,Pp02,9975905,21489690,minus
-1,Pp01,contig0000188,contig0001960,Pp01,9204408,10635717,minus
-1,Pp01,contig0000188,contig0001967,Pp03,23724495,23798309,minus
-1,Pp01,contig0000188,contig0001970,Pp08,19751457,19780183,plus
1,Pp07,contig0000189,contig0001971,Pp08,15933988,15957644,plus
1,Pp07,contig0000189,contig0001972,Pp06,555460,687126,minus
1,Pp07,contig0000189,contig0001973,Pp08,1522038,1584625,minus
1,Pp07,contig0000189,contig0001979,Pp08,2160067,18230459,minus
1,Pp07,contig0000189,contig0001980,Pp06,23309422,23339928,plus
-1,Pp06,contig0000190,contig0001982,Pp01,6155688,46251942,minus
-1,Pp06,contig0000190,contig0001983,Pp01,9571295,9602201,minus
1,Pp03,contig0000191,contig0001984,Pp01,16944479,17538558,minus
1,Pp06,contig0000192,contig0002004,Pp07,19988701,19998821,minus
-1,Pp01,contig0000192,contig0002006,Pp01,47398341,47460378,minus
-1,Pp01,contig0000192,contig0002008,Pp02,20439150,20464702,minus
-1,Pp03,contig0000193,contig0002011,Pp02,8678341,27132248,minus
1,Pp01,contig0000193,contig0002012,Pp07,13308794,20518338,minus
1,Pp01,contig0000193,contig0002014,Pp05,14416137,14432215,minus
1,Pp01,contig0000193,contig0002015,Pp02,20278160,20297371,minus
-1,Pp01,contig0000194,contig0002027,Pp02,15218261,23969676,minus
-1,Pp01,contig0000194,contig0002028,Pp01,190481,260932,plus
-1,Pp01,contig0000196,contig0002029,Pp01,7877318,34482818,plus
-1,Pp04,contig0000198,contig0002030,Pp03,9417475,9542648,plus
-1,Pp04,contig0000198,contig0002033,Pp03,9711972,9724875,minus
1,Pp08,contig0000199,contig0002035,Pp06,7647102,23556081,plus
1,Pp06,contig0000199,contig0002040,Pp05,17888831,17897171,plus
-1,Pp07,contig0000200,contig0002056,Pp06,27621021,29324420,plus
-1,Pp07,contig0000200,contig0002057,Pp02,15978534,25291612,minus
-1,Pp06,contig0000201,contig0002060,Pp04,2256697,5378021,plus
-1,Pp06,contig0000201,contig0002066,Pp03,3270231,3306010,plus
-1,Pp06,contig0000201,contig0002067,Pp06,28188149,29419625,plus
1,Pp01,contig0000202,contig0002076,Pp02,20683818,20690184,minus
-1,Pp03,contig0000203,contig0002082,Pp06,26829319,26883690,minus
-1,Pp03,contig0000203,contig0002084,Pp08,17279663,17290480,minus
1,Pp02,contig0000207,contig0002099,Pp05,3578318,9642142,minus
-1,Pp02,contig0000207,contig0002101,Pp07,5353618,5355427,minus
1,Pp02,contig0000207,contig0002103,Pp06,23280904,23291055,plus
1,Pp02,contig0000207,contig0002106,Pp03,1709885,19192851,plus
-1,Pp06,contig0000208,contig0002109,Pp02,4471094,16060659,plus
-1,Pp06,contig0000208,contig0002110,Pp04,16007962,16210890,minus
-1,Pp04,contig0000210,contig0002113,Pp02,16816209,25679154,minus
-1,Pp04,contig0000210,contig0002120,Pp02,27337193,27353836,plus
1,Pp01,contig0000213,contig0002121,Pp08,8426868,11556373,plus
1,Pp01,contig0000213,contig0002131,Pp08,1763374,10268921,minus
1,Pp01,contig0000213,contig0002135,Pp05,12924670,17517278,plus
1,Pp01,contig0000213,contig0002150,Pp04,6085297,6198750,minus
1,Pp01,contig0000213,contig0002156,Pp01,2851586,2872188,plus
1,Pp02,contig0000214,contig0002158,Pp05,14153544,14190108,plus
1,Pp02,contig0000214,contig0002160,Pp01,47519894,47549388,plus
1,Pp02,contig0000214,contig0002163,Pp07,18105700,18123896,minus
1,Pp02,contig0000214,contig0002166,Pp07,8601669,8602321,plus
1,Pp02,contig0000214,contig0002167,Pp01,25596491,25599403,plus
-1,Pp06,contig0000216,contig0002171,Pp04,1300261,25340724,minus
-1,Pp06,contig0000216,contig0002172,Pp01,5268753,5271524,plus
1,Pp06,contig0000216,contig0002174,Pp08,2569188,2596365,plus
1,Pp06,contig0000217,contig0002179,Pp03,2619846,2625076,minus
1,Pp06,contig0000217,contig0002180,Pp04,14714122,14749551,plus
1,Pp02,contig0000219,contig0002181,Pp06,22350757,22355809,plus
1,Pp04,contig0000219,contig0002184,Pp08,12744736,12907343,plus
-1,Pp06,contig0000221,contig0002191,Pp04,4504405,4530781,minus
-1,Pp06,contig0000221,contig0002196,Pp03,9793960,25353629,minus
1,Pp05,contig0000221,contig0002199,Pp03,10809064,11732635,minus
1,Pp04,contig0000221,contig0002209,Pp03,18411969,18466754,plus
-1,Pp06,contig0000221,contig0002210,Pp05,763760,15137269,plus
-1,Pp06,contig0000221,contig0002217,Pp05,11645202,11660585,minus
1,Pp01,contig0000222,contig0002224,Pp04,4576441,8954993,plus
1,Pp01,contig0000222,contig0002226,Pp07,10474477,10488009,minus
1,Pp01,contig0000222,contig0002238,Pp01,19300336,26126450,plus
1,Pp01,contig0000222,contig0002240,Pp02,29117520,29134044,minus
1,Pp01,contig0000222,contig0002241,Pp01,40498135,40511266,minus
-1,Pp01,contig0000222,contig0002243,Pp04,8837200,12726989,minus
-1,Pp01,contig0000222,contig0002244,Pp05,9694447,9695532,plus
-1,Pp01,contig0000222,contig0002248,Pp01,11050985,11061101,plus
-1,Pp01,contig0000222,contig0002264,Pp05,13320278,13361435,plus
-1,Pp05,contig0000223,contig0002267,Pp03,4339683,26683715,minus
-1,Pp05,contig0000223,contig0002268,Pp06,24446920,24477693,plus
-1,Pp05,contig0000223,contig0002270,Pp03,8907388,18671945,minus
-1,Pp06,contig0000223,contig0002271,Pp04,13056706,13074866,plus
-1,Pp07,contig0000225,contig0002276,Pp01,44274781,44279774,plus
-1,Pp07,contig0000227,contig0002285,Pp02,3696823,18226487,minus
-1,Pp07,contig0000227,contig0002287,Pp04,13262405,15080312,plus
-1,Pp07,contig0000227,contig0002288,Pp04,88574,6114789,plus
-1,Pp07,contig0000227,contig0002289,Pp03,2625118,2626678,plus
